0.01 8.4542 -5.341 -8.3486 5.5047
0.02 9.3695 3.4946 -9.9932 0.36982
0.03 9.3267 3.6073 -9.9958 0.29045
0.04 2.2457 9.7446 -7.1393 -7.0022
0.05 -1.2917 9.9162 -3.6563 -9.3076
0.06 -1.865 -9.8246 -2.6288 9.6483
0.07 9.2709 -3.7484 -8.86 4.6368
0.08 5.3296 -8.4614 -6.7156 7.4095
0.09 8.1641 5.7747 -9.9005 -1.4072
0.1 -0.47018 -9.9889 -3.5439 9.351
0.11 8.9918 4.3758 -9.9963 -0.27096
0.12 5.3296 -8.4614 -6.7156 7.4095
0.13 9.5695 2.9024 -9.9699 0.77589
0.14 -1.6451 9.8638 -3.2106 -9.4706
0.15 9.7242 2.3323 -9.9335 1.1514
0.16 1.977 9.8026 -6.9309 -7.2085
0.17 4.7123 8.8201 -8.6945 -4.9401
0.18 8.7168 4.9007 -9.977 -0.67773
0.19 3.9656 9.1801 -8.2883 -5.595
0.2 7.3606 6.7692 -9.7218 -2.3424
0.21 3.7402 -9.2742 -5.9067 8.0692
0.22 9.2445 3.8129 -9.999 0.14378
0.23 8.7885 -4.7709 -8.5469 5.1914
0.24 9.9157 -1.2953 -9.4393 3.3016
0.25 7.2783 -6.8576 -7.7079 6.3709
0.26 4.894 -8.7206 -6.4956 7.6031
0.27 9.8946 1.4482 -9.853 1.7086
0.28 9.9995 0.10459 -9.68 2.5093
0.29 6.1334 7.8982 -9.3251 -3.6113
0.3 3.7402 -9.2742 -5.9067 8.0692
0.31 -0.25379 9.9968 -4.8553 -8.7422
0.32 -1.2917 9.9162 -3.6563 -9.3076
0.33 9.6041 2.7857 -9.9635 0.85391
0.34 -1.4624 9.8925 -3.4434 -9.3884
0.35 9.1287 -4.0825 -8.7631 4.8174
0.36 8.5384 5.2054 -9.9572 -0.92389
0.37 7.5989 6.5006 -9.7821 -2.0763
0.38 -0.34314 9.9941 -4.7583 -8.7953
0.39 0.19717 9.9981 -5.3277 -8.4626
0.4 8.3505 5.5018 -9.9311 -1.1715
0.41 9.4975 -3.1301 -9.0269 4.303
0.42 9.8525 1.7115 -9.8798 1.5456
0.43 6.0606 7.9542 -9.2973 -3.6824
0.44 7.1899 -6.9502 -7.6618 6.4263
0.45 4.3157 -9.0208 -6.202 7.8445
0.46 3.0994 9.5076 -7.7484 -6.3215
0.47 -1.2917 9.9162 -3.6563 -9.3076
0.48 9.9999 -0.040557 -9.6579 2.5932
0.49 9.2826 3.7193 -9.9978 0.21086
0.5 2.2457 9.7446 -7.1393 -7.0022
