0.01 4.9441 -8.6923 -4.7772 8.7851
0.02 9.9902 0.44157 -7.0196 -7.1221
0.03 6.3622 -7.715 -7.6356 6.4573
0.04 3.9306 -9.1951 -2.5172 9.678
0.05 8.594 -5.1131 -9.9965 0.26474
0.06 8.2422 -5.6627 -9.8959 1.4389
0.07 9.6887 -2.4756 -9.1022 -4.1412
0.08 8.2818 -5.6046 -9.9138 1.3105
0.09 4.5635 -8.898 -3.9358 9.1929
0.1 9.9952 -0.30942 -7.5982 -6.5013
0.11 4.8891 -8.7233 -4.6566 8.8496
0.12 7.4902 -6.6255 -9.2905 3.6996
0.13 2.3973 9.7084 1.598 -9.8715
0.14 6.981 -7.16 -8.6366 5.0408
0.15 5.7538 -8.1788 -6.4829 7.6139
0.16 4.2335 9.0597 0.55516 -9.9846
0.17 9.709 -2.3947 -9.0533 -4.2471
0.18 2.0649 -9.7845 1.4902 9.8883
0.19 6.9415 -7.1983 -8.579 5.1382
0.2 9.6499 2.6228 -5.2794 -8.4928
0.21 6.9885 -7.1527 -8.6474 5.0223
0.22 3.6408 9.3137 0.90927 -9.9586
0.23 8.0398 -5.9466 -9.7813 2.08
0.24 9.994 0.34638 -7.0939 -7.0482
0.25 8.0873 -5.8818 -9.8117 1.9316
0.26 6.6517 7.467 -1.1679 -9.9316
0.27 3.0144 -9.5348 -0.48996 9.988
0.28 9.4848 -3.1685 -9.4848 -3.1685
0.29 6.0108 -7.9919 -6.9868 7.1543
0.3 4.9322 8.6991 0.11005 -9.9994
0.31 6.981 -7.16 -8.6366 5.0408
0.32 5.5447 -8.3221 -6.0573 7.9567
0.33 3.0477 9.5243 1.2459 -9.9221
0.34 9.0722 -4.2066 -9.891 -1.4726
0.35 5.1623 -8.5645 -5.2506 8.5107
0.36 6.728 7.3983 -1.2329 -9.9237
0.37 5.3238 -8.4651 -5.5953 8.2881
0.38 4.4825 8.9391 0.40023 -9.992
0.39 2.9521 -9.5543 -0.35536 9.9937
0.4 8.6545 5.0099 -3.3229 -9.4318
0.41 2.5093 -9.6801 0.58384 9.9829
0.42 7.7881 -6.2726 -9.5872 2.8436
0.43 9.3177 3.6304 -4.4603 -8.9502
0.44 8.3274 -5.5367 -9.9323 1.1616
0.45 6.7995 -7.3326 -8.3642 5.4809
0.46 4.7872 -8.7797 -4.4324 8.964
0.47 7.709 -6.3695 -9.5152 3.0758
0.48 7.1667 -6.9742 -8.8948 4.5697
0.49 7.1638 6.9771 -1.6227 -9.8675
0.5 9.9552 -0.94513 -8.0716 -5.9033
0.51 7.3294 6.8029 -1.7801 -9.8403
0.52 7.0927 7.0494 -1.5568 -9.8781
0.53 7.7949 -6.2642 -9.5931 2.8234
0.54 9.4848 -3.1685 -9.4848 -3.1685
0.55 5.3487 8.4494 -0.17244 -9.9985
0.56 9.4987 3.1264 -4.871 -8.7335
0.57 9.0722 -4.2066 -9.891 -1.4726
0.58 7.7881 -6.2726 -9.5872 2.8436
0.59 9.7063 2.4059 -5.4548 -8.3813
0.6 9.9968 0.25155 -7.1676 -6.9732
0.61 4.7093 8.8217 0.25565 -9.9967
0.62 9.3747 -3.4807 -9.6315 -2.6898
0.63 6.0823 7.9376 -0.70886 -9.9748
0.64 4.2123 -9.0695 -3.1497 9.491
0.65 9.7663 -2.1491 -8.9002 -4.5593
0.66 8.7654 4.8133 -3.4867 -9.3725
0.67 10 -0.030692 -7.3855 -6.742
0.68 6.4116 -7.674 -7.7226 6.3531
0.69 5.5447 -8.3221 -6.0573 7.9567
0.7 9.9847 0.55235 -6.933 -7.2065
0.71 3.4174 9.398 1.038 -9.946
0.72 6.1647 7.8738 -0.77268 -9.9701
0.73 7.0352 -7.1068 -8.7141 4.9055
0.74 8.5568 -5.175 -9.9923 0.39247
0.75 9.7122 -2.3818 -9.0454 -4.2638
0.76 3.3224 -9.4319 -1.1628 9.9322
0.77 8.8629 4.6312 -3.6377 -9.3149
0.78 8.5881 -5.123 -9.9959 0.28507
0.79 2.7976 9.6007 1.3832 -9.9039
0.8 2.1856 -9.7582 1.2479 9.9218
0.81 8.8042 -4.7419 -9.9886 -0.47658
0.82 3.9892 -9.1699 -2.6487 9.6428
0.83 2.0116 9.7956 1.7997 -9.8367
0.84 9.9722 0.74455 -6.7821 -7.3487
0.85 8.8735 -4.611 -9.9735 -0.72804
0.86 5.2787 -8.4933 -5.4996 8.3519
0.87 7.8072 6.2488 -2.2696 -9.739
0.88 6.0027 -7.998 -6.9713 7.1695
0.89 7.2654 -6.8712 -9.0232 4.3106
0.9 7.2582 -6.8788 -9.014 4.3298
0.91 3.3224 -9.4319 -1.1628 9.9322
0.92 9.7758 2.1056 -5.6969 -8.2186
0.93 9.9383 -1.1087 -8.1902 -5.7377
0.94 3.0243 -9.5317 -0.5114 9.9869
0.95 6.5598 7.5478 -1.0909 -9.9403
0.96 9.8492 -1.7299 -8.6246 -5.0612
0.97 6.8944 -7.2434 -8.509 5.2533
0.98 4.5964 8.881 0.32807 -9.9946
0.99 4.4413 -8.9596 -3.6629 9.305
1 9.8166 1.9062 -5.8572 -8.1051
1.01 8.9746 -4.411 -9.9391 -1.1023
1.02 8.7335 -4.8709 -9.9975 -0.22379
1.03 3.2613 -9.4532 -1.0283 9.947
1.04 4.0965 -9.1224 -2.8897 9.5734
1.05 5.663 8.242 -0.39567 -9.9922
1.06 7.4386 -6.6834 -9.2323 3.8425
1.07 10 -0.015795 -7.374 -6.7545
1.08 9.924 1.2305 -6.3974 -7.6859
1.09 8.2023 -5.7204 -9.8764 1.5673
1.1 8.3664 -5.4775 -9.9465 1.0332
1.11 4.8035 8.7708 0.19457 -9.9981
1.12 3.8717 -9.2201 -2.3852 9.7114
1.13 9.7287 -2.3134 -9.0033 -4.352
1.14 9.692 -2.4627 -9.0945 -4.1581
1.15 9.9552 -0.94513 -8.0716 -5.9033
1.16 9.1711 -3.9864 -9.8259 -1.8577
1.17 6.9885 -7.1527 -8.6474 5.0223
1.18 4.507 -8.9268 -3.8098 9.2458
1.19 9.9658 0.82574 -6.7181 -7.4072
1.2 9.994 0.34638 -7.0939 -7.0482
1.21 7.2472 6.8904 -1.7013 -9.8542
1.22 9.9633 -0.85563 -8.0061 -5.9918
1.23 7.6588 -6.4298 -9.4669 3.2214
1.24 7.3036 -6.8306 -9.0711 4.2089
1.25 9.8698 1.6085 -6.0959 -7.9272
1.26 5.7974 -8.148 -6.5699 7.539
1.27 9.1039 -4.1374 -9.872 -1.5951
1.28 9.9054 -1.372 -8.3776 -5.4604
1.29 3.1716 9.4837 1.1769 -9.9305
1.3 5.0246 8.646 0.048531 -9.9999
1.31 7.2582 -6.8788 -9.014 4.3298
1.32 9.506 -3.1043 -9.4524 -3.2637
1.33 9.8325 1.8226 -5.9244 -8.0562
1.34 6.9885 -7.1527 -8.6474 5.0223
1.35 9.04 -4.2752 -9.9085 -1.3497
1.36 4.3843 -8.9876 -3.5355 9.3541
1.37 9.0202 4.3169 -3.8974 -9.2093
1.38 8.4051 -5.418 -9.959 0.90488
1.39 2.2693 9.7391 1.6655 -9.8603
1.4 9.9645 -0.84133 -7.9956 -6.0058
1.41 5.3323 -8.4597 -5.6133 8.2759
1.42 9.4987 3.1264 -4.871 -8.7335
1.43 2.7976 9.6007 1.3832 -9.9039
1.44 4.8427 -8.7492 -4.5546 8.9026
1.45 9.994 0.34638 -7.0939 -7.0482
1.46 9.8516 -1.7164 -8.6155 -5.0768
1.47 9.9464 -1.0342 -8.1364 -5.8138
1.48 9.5549 -2.9502 -9.372 -3.488
1.49 9.9957 -0.29472 -7.587 -6.5144
1.5 9.7287 -2.3134 -9.0033 -4.352
1.51 5.4389 -8.3916 -5.8375 8.1193
1.52 4.6758 -8.8395 -4.1856 9.0819
1.53 9.9171 -1.2847 -8.3159 -5.5538
1.54 2.0116 9.7956 1.7997 -9.8367
1.55 7.9218 -6.1029 -9.6971 2.4426
1.56 8.8105 4.7302 -3.5556 -9.3465
1.57 7.2582 -6.8788 -9.014 4.3298
1.58 8.5879 5.1233 -3.2281 -9.4646
1.59 9.9356 1.1328 -6.4751 -7.6205
1.6 9.5099 -3.0921 -9.4462 -3.2817
1.61 2.637 -9.646 0.31631 9.995
1.62 8.2023 -5.7204 -9.8764 1.5673
1.63 7.5024 6.6116 -1.9509 -9.8079
1.64 8.5971 5.1078 -3.2411 -9.4602
1.65 9.0127 -4.3326 -9.9221 -1.2459
1.66 5.151 8.5713 -0.036584 -9.9999
1.67 8.5568 -5.175 -9.9923 0.39247
1.68 9.5627 2.9248 -5.0347 -8.6401
1.69 8.6545 5.0099 -3.3229 -9.4318
1.7 3.7801 9.258 0.82775 -9.9657
1.71 3.5198 9.3601 0.97931 -9.9519
1.72 6.5098 -7.5909 -7.8921 6.1412
1.73 9.8661 -1.631 -8.5573 -5.1742
1.74 5.1167 -8.5918 -5.1523 8.5705
